bank,header,body,H_keywords,H_keyword_notes,N_keywords_notes,N_keywords
barclays_m,5. Compliance Requirements,"5.1 You shall, and shall ensure that Your Staff shall, comply with the terms of this Agreement and all Applicable Regulations. 5.2 You shall: (a) maintain appropriate documented policies and procedures (including but not limited to procedures and policies in respect of treatment of customers, remuneration and record keeping) for all Your business operations in compliance with Applicable Regulations; (b) ensure that You and Your Staff meet all the training and competence standards set out or referred to in the Training and Competence Manual set out in the FCA Handbook; (c) ensure that You and Your Staff have full power and authority to act in accordance with and, where applicable, indicate Your acceptance of, this Agreement (and You shall, on BarclaysÃ¢ÂÂ request, provide evidence of the signing authority of You or Your Staff to bind You in Your acceptance of this Agreement); (d) provide such training as may be reasonably necessary for each member of Your Staff to ensure compliance with Applicable Regulations and with this Agreement; (e) obtain any consents that may be required from the Applicants in order to perform Your obligations pursuant to this Agreement and ensure that adequate Applicant consents have been collected before carrying out credit searches; (f) act in the best interests of the Applicant and ensure that Your choice of lender is unbiased and based on the information provided; (g) comply with all relevant provisions of the Applicable Anti-Bribery Law and shall assist Barclays in meeting its obligations under the Applicable Anti-Bribery Law where appropriate; and (h) where applicable, make full disclosure in writing and orally to Applicants of the fact and amount of all monies You receive, or will receive, in respect of the Application. 5.3 You shall provide to Barclays on request such management information as may be reasonably requested by Barclays from time to time in the format reasonably specified by Barclays from time to time. 5.4 You shall not: (a) give, solicit or accept an inducement or direct or refer any actual or potential Applicant to Barclays if it is likely to conflict to a material extent with any duty that You owe to the Applicant under the Applicable Regulations; or (b) seek to exclude or restrict any duty or liability or obligation owed under the Applicable Regulations. 5.5 Barclays may refuse to do anything that it is otherwise required to do under this Agreement if to do so would be against any Applicable Regulations. In certain circumstances Applicable Regulations may prevent Barclays from telling You why Barclays cannot act.",1.0,requirement,compliance,1
barclays_m,6. Complaints Procedure,"6.1 Subject to the requirements under Applicable Regulations in relation to the handling of complaints, if You receive a complaint: (a) relating to the services of Barclays or obligations and duties under this Agreement, You shall notify the relevant complainant that You are not responsible for handling such complaints, direct the complainant to Barclays and provide appropriate contact details to the complainant (as provided by Barclays from time to time); or (b) directed at and/or relating to Barclays and/or You (in the case of You relating to the subject matter of this Agreement), You shall: (i) notify Barclays promptly that a complaint has been received; (ii) provide Barclays with such information as it reasonably requires in relation to the complaint; and (iii) subject to the requirements of any Regulator, not settle, compromise or admit any liability in relation to the complaint without Barclays written consent (not to be unreasonably withheld or delayed). 6.2 Without prejudice to clause 6.1, each Party undertakes to the other that when it receives a complaint from an Applicant in relation to the subject matter of this Agreement it will provide reasonable assistance to the other Party in order to enable the other Party to investigate the complaint. The Parties will each for their own part ensure that all such complaints are handled in accordance within the requirements set out by Applicable Regulations. 6.3 You must: (a) have a documented internal complaints procedure which complies with Applicable Regulations and make a copy of the policy available to Barclays on request; and (b) maintain, and have available for inspection, a complaints log detailing complaints made in respect of activities directly or indirectly undertaken in relation to this Agreement, and on request, provide details to Barclays of complaints (including the number, content and status of complaints) received in relation to Services provided under this Agreement. 6.4 You must immediately notify Barclays of any complaints relating to fraud or improper conduct by You. 6.5 Barclays may determine procedures for dealing with such complaints and potential complaints which may include: (a) obligations for You to submit to investigation by, and provide information to, Barclays and such other persons as Barclays may direct; (b) obligations for You promptly to make any payments to Applicants or Borrowers, or to submit to any other sanctions, that Barclays may reasonably require; and (c) restrictions on contact between You and with the person making the complaint. 6.6 Where any Regulator brings any action or investigation in relation to Your activities or where disciplinary or complaints procedures are applied in relation to clause 6.4, Barclays may: (a) withhold or delay any payments otherwise due to You until You have implemented or discharged any sanctions resulting from those procedures; and/or (b) either indefinitely or temporarily limit the activities that You may carry on. 6.7 You will comply with any instruction that Barclays may give concerning investigations which may be carried out by any Regulator, or with any instruction which may result from the exercise of intervention powers by any Regulator, in relation to Services provided under this Agreement. 6.8 Barclays may disclose Your identified non-compliance with the Applicable Regulations to other lenders.",1.0,complaint,procedure,1
barclays_m,7. Fees,"7.1 If You process an Application that proceeds to Completion, Barclays will pay Fees to Your network, principal or firm (Introducer) or, if You are a member of a Club, Your Club as notified to Your Introducer or Club by Barclays in writing (which shall be VAT-inclusive unless otherwise stated) at the times and in the manner specified in this clause 7. For the avoidance of doubt, Fees payable under this agreement may be paid directly to Your Introducer or Club for onward disbursement to You. The onward payment of these Fees will be subject to the terms and conditions of any agreement You have with Your Introducer or Club. 7.2 Barclays may at its discretion on at least five (5) Business DaysÃ¢ÂÂ advance written notice amend the fee structure used to calculate Fees payable to Your Introducer or Your Club under this Agreement and shall notify Your Introducer or Club (as applicable) as to the impact of the change on any Applications which are in process at that time. Unless notified otherwise by Barclays, the updated fee structure shall apply to any Applications which are submitted on or after the date of the change in fee structure takes effect. 7.3 Neither You nor (where applicable) Your Introducer or Club will be entitled to any such Fee or reimbursement of any other Fee paid in respect of the Application should it not proceed to Completion. 7.4 Barclays is not responsible for any fees or fee arrangements between (where applicable) You and Your Introducer or Club. 7.5 Clause 7.6 shall apply where as the direct or indirect result of an Applicant making a payment to any person You knowingly receive a benefit that is not expressly set by this Agreement. 7.6 You will take all reasonable steps to ensure that any payment made (whether at Completion or before or after Completion) by any Applicant to any person in connection with this Agreement is (in view of the services provided by that person to the Applicant which are the subject of the payment): (a) of a reasonable amount and not excessive; (b) in any event not substantially greater than the typical amount of any comparable payments made at the time to reputable organisations providing similar services (You will judge what is such a typical amount on the basis of any information provided by Barclays and any other information it holds or is able to obtain through reasonable research); and (c) in compliance with Applicable Regulations, in particular MCOB Chapter 12. 7.7 In the event that You cannot ensure that the payment satisfies sub clauses 7.6(a) to 7.6(b), You will immediately provide Barclays with details of this fact and provide any co-operation that Barclays may reasonably require with a view to remedying the matter. 7.8 Barclays may from time to time require You to provide Barclays with full information about any payments referred to in clause 7.6 and full details justifying the amount of any such payments. 7.9 Barclays may require You to provide compensation or a refund, in whole or in part, in relation to any payments that do not meet the requirements of clause 7.6. 7.10 Where relevant, disclosure of all fees must be made in accordance with MCOB 2.3.7, MCOB 5 and MCOB 6, any other Applicable Regulations and general law. 7.11 Without prejudice to this clause 7, all payments under this agreement (whether to Your Introducer or Club) will be made by bank transfer to a bank account nominated by Your Introducer or Club which is based in the UK. 7.12 Without prejudice to clause 14, in the event that Barclays has reasonable grounds to suspect a breach of clause 16, Barclays shall, where permitted by law, notify You in writing of the suspected breach and shall be entitled to suspend any payments owed to You or the Club for up to 90 days whilst it investigates the suspected breach. At the conclusion of that period, Barclays shall either make any payments delayed as a consequence of the suspension or may terminate the agreement if Barclays has reasonable grounds to believe a breach of clause 16.",1.0,fee,,0
barclays_m,8. Procedure for Payment of Procurement Fees,"8.1 Barclays shall: (a) endeavour to pay Your Introducer or Club the Fees referred to in clause 7.1 within two weeks following the week of the relevant Completion; and (b) be entitled, at its discretion to withhold payment of any Fees due to Your Introducer or Club or You under this Agreement, either in its entirety or in part, if Barclays reasonably suspects fraudulent or negligent activity or omission(s) or any form of misconduct by You or Your Introducer or Club. 8.2 You agree and acknowledge that: (a) the Introducer or Club is responsible for the onward payment of Fees to You in respect of the Application; and (b) the manner in which the Introducer or Club pays Fees due under this Agreement to You is a matter between You and the Introducer or Club and Barclays accepts no responsibility for any failure of the Introducer or Club to pay such Fees to You. 8.3 You may not dispute any Fee, whether paid or otherwise, in relation to an Application after the date which is twelve (12) months after the date on which the relevant Fee was due by Barclays. 8.4 You will promptly and not later than two weeks after notification by Barclays, return to Barclays, or (where applicable) the Introducer or Club any overpayment by Barclays.",1.0,"payments, fee","procedure, payment",1
barclays_m,9. Monitoring and Access,"9.1 You shall in relation to the discharge by Regulators of their functions under Applicable Regulations and/or to facilitate Barclays to meet its obligations: (a) ensure that You and Your Staff are readily available for meetings with Barclays and/or Regulators as reasonably requested; (b) give Barclays and/or Regulators reasonable access to any records, files, tapes or computer systems which are within Your possession or control, and provide any facilities which Barclays and/or any Regulator may reasonably request; 10.3 Barclays will grant and will procure that Barclays Affiliates grant, to You a royalty-free, non-exclusive, non-transferable, non-sub-licensable, revocable licence to use the information and tools on the Barclays intermediary website to the extent necessary to perform the Services during the term of this Agreement. (c) produce to Barclays and/or Regulators, and permit Barclays and/or Regulators to copy specified documents, files, tapes, computer data or other material in Your possession or control as reasonably requested; (d) print information in Your possession or control which is held on computer or on microfilm or otherwise convert it into a readily legible document or any other record which Barclays and/or Regulators may reasonably request; and (e) answer truthfully, fully and promptly all questions which are reasonably put to You by Barclays and/or Regulators. 9.2 You shall permit Barclays, representatives of Regulators and persons appointed by Regulators and/or Barclays to have full access, on reasonable notice (except in the case of suspected fraud or where required by a Regulator, in which case no notice shall be required), during reasonable business hours to any of Your business premises (and all files, records, information, documents and Staff at those premises): (a) (in the case of Barclays) to review Your compliance with Your obligations under this Agreement; (b) (in the case of Barclays) to facilitate Barclays to meet its obligations to Regulators; (c) (in the case of Regulators or persons appointed by Regulators) in relation to the discharge of RegulatorsÃ¢ÂÂ functions under Applicable Regulations. 9.3 You will take all reasonable steps necessary to ensure that where: (a) You; or (b) any files, business records or other relevant information or documents belonging to You or otherwise within Your control are present at a location other than Your business premises, Barclays and Regulators are given the same rights of access to that location as they have in relation to Your business premises. 9.4 You shall keep such records in such form as Barclays may specify from time to time. 9.5 You will ensure that Barclays auditors, upon reasonable notice: (a) have a right of access at all times to Your records (save for protected items as defined in section 413 FSMA); and (b) are entitled to require from You or other officers such information and explanations as the auditors reasonably consider necessary for the performance of their duties as auditors. 9.6 For the purposes of this clause: (a) any reference in this clause to Regulators shall include Regulators and any representatives or appointees of Regulators; (b) any reference in this clause to files, tapes, computer data, computer systems, information, documents and/or other material shall as appropriate include any financial information, business records and other relevant information or documents; (c) obligations of Barclays and/or You include any obligations under this Agreement and Applicable Regulations and any obligations towards Regulators and third parties; and (d) You will ensure that all and any rights given to Barclays under this clause shall be given to such other persons as Barclays may reasonably direct (whether in order to comply with any obligations under Applicable Regulations or towards Regulators or third parties, or otherwise). 9.7 You agree to provide Barclays, within five (5) days of request from Barclays, with reports showing in reasonable detail the source of Applications submitted under this Agreement and any other agreement You have with Barclays, including, geographical region, loan size, loan to value ratio and other information as may be agreed between the Parties together with a report showing the progress and status of the Applications.",1.0,access,access,1
barclays_m,10. Intellectual Property Rights and Indemnity,"10.1 All Intellectual Property Rights belonging to a Party prior to the execution of this Agreement shall remain vested in that Party. None of the Intellectual Property Rights in a PartyÃ¢ÂÂs trademarks and brands shall be used by the other Party for any purpose without that PartyÃ¢ÂÂs prior written consent (such consent not to be unreasonably withheld or refused). Barclays shall own and will retain all Intellectual Property Rights in any information submitted to it pursuant to an Application. 10.2 None of the Intellectual Property Rights in Barclays and Barclays Affiliates trademarks and brands shall be used by You without Barclays prior written consent, such consent not to be unreasonably withheld or delayed. 10.4 (a) You shall at all times whether during or after termination of this Agreement indemnify and keep indemnified Barclays against all Losses and additional licence fees and expenses (including all reasonable legal fees) incurred by or awarded against Barclays or which are agreed by Barclays to be paid by way of settlement or compromise arising out of or in relation to any infringement or alleged infringement of any Intellectual Property Rights of any third party which is suffered by Barclays as a result of the provision to Barclays of the Services (Ã¢ÂÂIPR ClaimÃ¢ÂÂ), provided that Barclays shall: (i) allow You to conduct all negotiations and proceedings and give You all reasonable assistance in relation to the IPR Claim; and (ii) make no admission relating to the IPR Claim. (b) Barclays shall notify You in writing as soon as is reasonably practicable of any IPR Claim of which Barclays has notice. (c) You shall conduct the litigation diligently using competent counsel and in such a way as not to bring the reputation or name of Barclays or any Barclays Affiliate into disrepute. (d) You shall not be entitled to settle or compromise any IPR Claim made against Barclays without Barclays written consent, such consent not to be unreasonably withheld. (e) Nothing in this clause 10 will be taken as in any way reducing or affecting a general duty to mitigate loss suffered by a Party.",1.0,rights,"intellectual, property",1
barclays_m,11. Confidentiality and Data Protection,"11.1 Subject to clauses 6.1, 6.4, 6.6, 6.7, 9, 11.2, 11.3 and 19 and without prejudice to clause 16 (Anti-Bribery), the Receiving Party will treat and keep all Confidential Information of the Disclosing Party as secret and confidential in perpetuity and will not, without the Disclosing PartyÃ¢ÂÂs written consent, directly or indirectly communicate or disclose (whether in writing or orally or in any other manner) Confidential Information to any other person other than in accordance with the terms of this Agreement: (a) save where such matters are: (i) in the public domain; or (ii) required by law, regulation or any competent Regulator to be disclosed; (b) save that such information may be disclosed: (i) by the Parties to professional advisers and Affiliates that have a demonstrable need to know such information provided that they agree to keep such information confidential on terms similar to this Agreement; and (ii) by the Parties to their Staff, and where You are an introducer to any Introducing Broker, who strictly need to know such information provided that they agree to keep such information confidential on terms similar to this Agreement. 11.2 You acknowledge that Barclays may wish to securitise or otherwise transfer or assign Mortgage Advances and therefore must be able to release such information as is necessary in order to meet this objective and in addition Barclays shall be entitled to disclose any and all information relating to this Agreement to its bankers and potential advisers from time to time and to its Affiliates. 11.3 Without prejudice to any other disclosure obligations under this Agreement, either Party may request and require the other Party to disclose any information in its possession or control as necessary for the requesting Party to comply with its obligations under Applicable Regulations. 11.4 You agree to comply with Your obligations under all the Data Protection Legislation including the Data Protection Act 2018, including but not limited to maintaining a valid and up to date registration. 11.5 To the extent that either Party Processes Personal Data in connection with the performance of its obligations under this Agreement, each Party shall comply with the relevant requirements of the Data Protection Legislation. 11.6 Each Party has, and shall have, at all times during the term of this Agreement, the appropriate technical and organisational measures in place to protect any Personal Data that it processes against any unauthorised or unlawful processing and against accidental loss, destruction or damage. Such measures shall be appropriate to the harm that might result from unauthorised or unlawful processing or accidental loss, destruction or damage to Personal Data and to the nature of Personal Data to be protected and shall include: (a) taking reasonable steps to ensure the reliability of any of its Staff which shall have access to the Personal Data processed under this Agreement; and (b) only acting in accordance with the terms of this Agreement, when processing Personal Data. 11.7 You shall notify Barclays promptly upon becoming aware of any actual, suspected or alleged loss, leak or unauthorised processing of any Personal Data by you or your Data Processors and shall (at your own cost) provide full co-operation and assistance to Barclays in respect of such event and take whatever action is necessary to minimise the impact of such event and prevent such event recurring. 11.8 You shall use reasonable endeavours to ensure that any Personal Data You provide to Barclays is accurate and up to date. 11.9 You will, where relevant, obtain any consents from Borrowers and Applicants and provide any notices to Borrowers and Applicants required under Data Protection Legislation to perform the obligations arising in relation to this Agreement. 11.10 To the extent you [appoint a third party platform provider (the Ã¢ÂÂRelevant Platform ProviderÃ¢ÂÂ) in order to access the [Barclays application submission software]], the following terms apply: (a) you procure that the Relevant Technology Intermediary shall comply at all times with Data Protection Legislation; (b) you shall be liable for any acts or omissions by the Relevant Technology Intermediary in relation to Personal Data which result in Losses to Barclays; (c) for the avoidance of doubt, the Parties to this Agreement envisage than the Relevant Technology Intermediary shall act as your Data Processor and shall not act as Barclays Data Processor.",1.0,protect,"data, protection",1
barclays_m,12. Indemnity and Insurance,"12.1 You shall be solely liable for, and will indemnify Barclays in respect of, all Losses (including legal fees) incurred by or awarded against Barclays, or any Barclays Affiliate or their respective directors, officers, agents, employees, members and successors in interest (together the Ã¢ÂÂIndemnified PersonsÃ¢ÂÂ) in connection with any proceedings, claim or action against an Indemnified Person as a result of any breach by You of Your obligations under this Agreement or any Applicable Regulations. 12.2 You shall have put in effect and shall maintain for the term of this Agreement and for a period of three (3) years following termination of this Agreement a policy or policies of insurance covering all the liabilities You may incur in connection with this Agreement. Such policies shall be on terms that are reasonably acceptable to Barclays and shall include professional indemnity insurance with cover of no less than an amount in accordance with chapter 3 of the Prudential sourcebook for Mortgage and Home Finance Firms, and Insurance Intermediaries. The terms of any insurance or the amount of cover shall not relieve You of any liabilities under this Agreement. 12.3 You shall not by Your acts or omissions cause any policy of insurance to become invalid or void. 12.4 Promptly upon request by Barclays, You shall provide evidence of Your insurance cover. You shall notify Barclays of any material changes to the level, type or other material provisions of insurance cover from those notified to Barclays.",1.0,insurance,insurance,1
barclays_m,13. Liability,"13.1 Your liability to Barclays: (a) under clause 4 (Authorisation Requirements), 5 (Compliance Requirements), 10 (Intellectual Property Rights and Indemnity), 11 (Confidentiality and Data Protection), 12.1 (Indemnity and Insurance) and 16 (Anti-Bribery); or (b) for any regulatory losses, fines, expenses or other losses arising from a breach by You of any Applicable Regulations, is not excluded or limited by this Agreement.",1.0,liability,liability,1
barclays_m,14. Term and Termination,"14.1 This Agreement shall commence on the date of acceptance by You of these terms and conditions (the Ã¢ÂÂCommencement DateÃ¢ÂÂ) and shall continue until terminated in accordance with the provisions of clause 14.2. 14.2 Barclays may, without prejudice to Barclays other rights or remedies, terminate this Agreement: (a) if You are in breach of this Agreement; or (b) for convenience and at any time. 14.3 In the event of termination Barclays shall: (a) pay outstanding amounts in respect of Fees payable in relation to all Completions as at the termination date and in relation to Applications that have been submitted and Completions that occur in relation to those Applications within three (3) months of the termination date; and (b) inform You if any Applications already received will continue to be processed. 14.4 In the event of termination You shall: (a) return immediately to Barclays all documentation, information, records and intellectual property, whether in hard copy or electronic form, belonging to Barclays which You have in Your possession or under Your control; (b) immediately cease and desist from using, in any manner or form, the Ã¢ÂÂBarclays MortgageÃ¢ÂÂ trademarks and brands; and (c) use all reasonable endeavours to ensure that all activities carried out under this Agreement are transferred smoothly back to Barclays or to such other Party as Barclays may specify. 14.5 Any termination of this Agreement will not affect the accrued rights and liabilities of either Party, and the provisions of clauses 1, 5, 6, 9, 10, 11, 12, 13, 15.4, 15.6, 15.12, 16 and 17 shall continue to apply notwithstanding the termination of this Agreement for any reason.",0.0,,"term, termination",1
barclays_m,15. General,"15.1 No failure, delay or omission by either Party in exercising any right, power or remedy provided by law or under this Agreement shall operate as a waiver of that right, power or remedy, nor shall it preclude or restrict any future exercise of that or any other right, power or remedy. No single or partial exercise of any right, power or remedy provided by law or under this Agreement shall prevent any future exercise of it or the exercise of any other right, power or remedy. 15.2 A waiver of any term, provision, condition or breach of this Agreement shall only be effective if given in writing and signed by the waiving Party, and then only in the instance and for the purpose for which it is given. 15.3 If, at any time, any provision (or part of any provision) of this Agreement is or becomes illegal, invalid or unenforceable in any relevant jurisdiction: (a) neither the legality, validity or enforceability of the remaining provisions nor the legality, validity or enforceability of such provision under the law of any other relevant jurisdiction shall be affected or impaired; and (b) if such provision (or part of any provision) would be legal, valid and enforceable if some part of it was deleted or modified, the provision or part-provision in question shall apply with such deletions or modifications as may be necessary to make the provision legal, valid and enforceable. In the event of such deletion or modification, the Parties shall negotiate in good faith in order to agree the terms of a mutually acceptable alternative provision. 15.4 Notwithstanding anything else contained in this Agreement, neither Party shall be liable for any failure, interruption or delay in performing its obligations under this Agreement (including any payment obligations), in whole or in part, if such delay or failure is caused by a Force Majeure affecting that Party. A Party affected by a Force Majeure event shall make all reasonable efforts to minimise the effect of it, shall keep the other Party updated with its best estimate of when full performance of its obligations under this Agreement will be resumed and shall promptly resume performance as soon as possible after the removal of the circumstances of Force Majeure. 15.5 You shall have in place adequate disaster recovery processes and protections, including in relation to original documents and information obtained through Ã¢ÂÂknowing Your customerÃ¢ÂÂ checks made, and held, by You. 16.3 To the extent You are a Relevant Commercial Organisation, You have implemented and must at all times maintain adequate procedures designed to ensure You comply with Your obligations under clauses 16.1 and 16.2 above. 15.6 Nothing in this Agreement shall constitute You as agent or partner of Barclays for any purpose and You shall have no authority or power to bind Barclays or to contract in the name of or create liability against Barclays in any way or for any purpose save as expressly authorised in writing by Barclays from time to time. 15.7 You shall: (a) not hold Yourself out as an Appointed Representative or agent of Barclays; and (b) take steps to notify potential customers, customers and other third parties of the capacity in which it is dealing with that Party as required by any Applicable Regulations. 15.8 Barclays may set off any sums payable to You under this Agreement against any sums that are due from You to Barclays or a third party under this Agreement or otherwise. 15.9 You may not assign, sub-contract, sub-delegate or transfer all or any part of its rights or obligations under this Agreement, without the written consent of Barclays (such consent not to be unreasonably withheld) 15.10 Barclays may assign, novate or otherwise dispose of its rights under this Agreement (in part or in whole) at any time to any Affiliate or to any successor of any part of the Barclays operation or business or, where Barclays is securitising or otherwise transferring or assigning Mortgage Advances to any third party acquiring a right or interest in a Mortgage Advance. 15.11 A person who is not a Party to this Agreement has no right to enforce any of its terms under the Contracts (Rights of Third Parties) Act 1999. 15.12 Each Party shall remain liable to the other for any breach of this Agreement by its assignees, sub-contractors or transferees. 15.13 No variation of any of the terms of this Agreement shall be effective unless it is in writing and signed by or on behalf of each of the Parties, except: (a) as provided in clause 7.2; or (b) where in order to provide the Services in respect of a Barclays product launched after the Commencement Date You must comply with additional obligations not covered in the Agreement. In such circumstances, Barclays must notify You in writing of any such additional obligations and resulting changes to the terms of this Agreement. The variation of the terms of this Agreement shall take effect if seven (7) days or more after the date of the notification by Barclays You provide the Services in respect of the product that is the subject of the notification.",0.0,,,0
barclays_m,16. Anti-Bribery,"16.1 You understand that Barclays is committed to complying with all anti-bribery laws and regulations to which Barclays is subject, including the Bribery Act and the FCPA. You represent and warrant that (i) You comply with Applicable Anti-Bribery Law; and (ii) neither You nor (to the extent You are a Relevant Commercial Organisation) any of Your Associated Persons have taken or will take any action that might cause Barclays to violate any Applicable Anti-Bribery Law. 16.2 Without limiting the representations and warranties in clause 16.1, You represent and warrant in particular that neither You nor (to the extent You are a Relevant Commercial Organisation) any of Your Associated Persons have or will, authorise, offer, give or agree to offer or give, directly or indirectly, any payment, gift, donation, hospitality, or other advantage of any kind with respect to any activities undertaken relating to this Agreement which: (a) is intended to, or does, influence any person to act or reward any person for acting in breach of an expectation of good faith, impartiality or trust, or which it would otherwise be improper for the recipient to accept; or (b) is made to or for the benefit of a Public Official, or to any person while knowing or being aware of a high probability that all or a portion of the payment, gift or other advantage will be offered or given to a Public Official, with the intention of influencing any act or decision of the Public Official in his/its official capacity, inducing such Public Official to use his/its influence to affect any act or decision of a government entity, or securing an improper advantage; (c) would otherwise constitute the offence of bribing another person or the offence of bribery of foreign public officials in the Bribery Act; or (d) would otherwise violate any Applicable Anti-Bribery Law. 16.4 You must maintain appropriate, complete and up-to-date books, accounts, and records that accurately reflect Your transactions relating to this Agreement, and steps taken by You to comply with Applicable Anti-Bribery Law. Such books, accounts and records shall be retained for a person of at least six years following the termination or expiry of this Agreement. 16.5 Breach of any of the provisions in this clause 16 entitles Barclays to terminate this Agreement immediately, without further liability of any kind to You or to any other person. 16.6 Barclays shall not be obligated to make or receive any payment under this Agreement where it reasonably suspects that: (i) to do so would violate Applicable Anti-Bribery Law or this Agreement, or (ii) because it is otherwise prevented by law or regulation from doing so. 16.7 Where We have reasonable grounds to suspect a breach of any provision of this clause 16, We shall, where permitted by law, notify You in writing and be entitled to suspend any payments under this Agreement for up to 90 days (from but excluding the day on which the information giving rise to the suspicion comes to its attention), whilst We investigate the suspected breach. At the conclusion of that period, We shall either make the suspended payments or terminate this Agreement with no further payment to You or to any other person. 16.8 You must from time to time, at the reasonable request of Barclays: (a) confirm in writing that You have complied with Your obligations under this clause 16 and You must provide any information reasonably requested by Barclays in support of such compliance (which shall include but not be limited to any information that Barclays reasonably requests to demonstrate that its anti-bribery procedures are adequate); and (b) to the extent not covered by sub-clause (a) above, permit Barclays to have such access to Your books, accounts, and records that concern Your activities under this Agreement (and to take such copies thereof) as reasonably necessary in order to verify compliance for up to six years after termination or expiry of this Agreement. 16.9 You may be required to undertake such anti-bribery and anti-corruption training as Barclays may reasonably require. Barclays will be responsible for the costs of providing such training material.",1.0,bribery,,0
barclays_m,17. Governing Law and Jurisdiction,17.1 The Agreement shall be governed by and construed and take effect in accordance with English law. 17.2 The courts of England and Wales shall have exclusive jurisdiction over any disputes arising out of or in connection with this Agreement.,1.0,law,law,1
barclays_m,18. Disclosure,"18.1 You agree to disclose the existence of this Agreement and that You are being remunerated by Barclays to any person You introduce to Barclays under this Agreement. You also agree that irrespective of any legal or other restrictions on disclosure (e.g. Bank Secrecy), this Agreement, any payments under it and any information received by Barclays about You in connection with this Agreement, may be disclosed to any other Barclays entity.",0.0,,,0
barclays_m,19. Entire Agreement,"19.1 Except to the extent of any misrepresentation or breach of warranty which constitutes fraud, this Agreement contains the entire agreement and understanding of the Parties and supersedes all prior agreements, understandings or arrangements (both oral and written) relating to the subject-matter of this Agreement. 19.2 Subject to clause 18.1, each Party acknowledges that, in entering into this Agreement, it has not relied on any representation, warranty, collateral contract or other assurance (except those set out in this Agreement and the documents referred to in it) made by or on behalf of any other Party before the date of this Agreement. Each Party waives all rights and remedies which, but for this clause 19, might otherwise be available to it in respect of any such representation, warranty, collateral contract or otherwise. If You have any queries about privacy at Barclays, please contact The Data Protection Officer, Barclays Bank UK PLC, Leicester LE87 2BB or DPO@Barclays.com.",0.0,,,0
barclays_m,20. United States Government Contact,"20.1 You represent and warrant that You and each of Your Associated Persons are familiar with the provisions of the US Non-Solicit Regulations, and acknowledges their respective understanding of, and intention to comply with, the prohibitions therein against providing investment advice and soliciting US Government Entities and US Public Officials on behalf of Barclays. 20.2 Neither You nor Your Associated Persons shall provide investment advice to any US Government Entity on behalf of Barclays. You shall refrain, and shall cause Your Associated Persons to refrain from undertaking any introduction to, solicitation of, or communication with any US Government Entity or US Public Official on behalf of Barclays with respect to municipal securities, investment advisory services, swaps and derivatives transactions, and any other Barclays product or service that is or becomes subject to a US Non- Solicit Regulation. 20.3 Except where prohibited by law, You must promptly report to Barclays in writing upon becoming aware that You (or any of Your Associated Persons involved in the Services) have committed a breach of this clause 20.",0.0,,contact,1
barclays_m,How We will use personal information about You,"We and other companies in the Barclays Group will use Your information to pursue our legitimate business interests to manage Your relationship, provide our services, for assessment and analysis (including market research), prevent and detect crime, carry out regulatory checks and meet our obligations to any relevant regulatory authority, and to develop and improve our services to You and our customers and to protect our interests. By Ã¢ÂÂYour informationÃ¢ÂÂ We mean any information about You or Your business that You or third parties provide to Us. We will contact You from time to time using the information provided, e.g. by email, text (or other messages), telephone, post or electronically. We may pass Your information to people who: (i) provide a service to Us or are acting as our agents; and/or (ii) who may contact You for market research purposes on the understanding that they will keep the information confidential. If We transfer Your information to an agent or service provider or other third party located in another country, We will make sure that they agree to apply the same levels of protection as We are required to apply to Your information and to use Your information strictly in accordance with Our instructions. Where You provide personal and financial information relating to others (e.g. partners or directors or prospective customers) You confirm that You have their consent or are otherwise entitled to provide this information to Us and for Us to use it for these purposes or, in the case of prospective customers, for the purpose of considering the provision of Our services. When You register as an Appointed Representative or Directly Authorised intermediary We will make identity, fraud and other enquiries about You. These agencies keep a record of Our enquiries and may record, use and give out information We give them to other lenders, insurers and other organisations. If false or inaccurate information is provided within the panel application, and suspected fraud is identified, We will notify the agencies accordingly. This will also be the case if You are suspected of knowingly submitting fraudulent mortgage applications during Your relationship with Us. We and fraud prevention agencies will share Your information. We and other organisations, including law enforcement agencies, may access and use this information to prevent and detect fraud, money laundering and other crimes. The information recorded by fraud prevention agencies may be accessed and used by organisations in the UK and in other countries. Please contact Us on 0800 400 100 if You want details of the fraud-prevention agencies from whom We obtain and with whom We record information about You, or alternatively you can visit www.cifas.org.uk/privacy-notice. You have a legal right to these details. Fraud Prevention agencies may also use Your information to undertake periodic statistical analysis, testing and development to develop and ensure the integrity of their existing and future products and services. We will retain information collected about You for as long as is necessary to fulfil the purposes for which it was collected, unless We are required by law to retain Your information for a longer period. For further details on how We process Your information and Your rights in relation to Your information, please visit https://intermediaries.uk.barclays/home/privacy-policy/. If You have any queries about privacy at Barclays, please contact The Data Protection Officer, Barclays Bank UK PLC, Leicester LE87 2BB or DPO@Barclays.com. ",0.0,,,0
